0.0001	1
0.0011	0.999661
0.0021	0.986572
0.0031	0.93591
0.0041	0.871414
0.0051	0.804205
0.0061	0.754697
0.0071	0.713191
0.0081	0.681994
0.0091	0.651815
0.0101	0.630182
0.0111	0.610449
0.0121	0.582375
0.0131	0.558236
0.0141	0.53498
0.0151	0.505623
0.0161	0.49979
0.0171	0.466978
0.0181	0.426637
0.0191	0.398638
0.0201	0.31145
0.0211	0.269144
0.0221	0.0335587
0.0231	0.0628463
0.0241	0.0123393
0.0251	0.010103
0.0261	0.0241355
0.0271	0.0168117
0.0281	0.0332201
0.0291	0.0486752
0.0301	0.0166095
0.0311	0.0148464
0.0321	0.013018
0.0331	0.015662
0.0341	0.00311809
0.0351	0.0136957
0.0361	0.00996588
0.0371	0.0138276
0.0381	0.01566
0.0391	0.0184381
0.0401	0.0305088
0.0411	0.0276608
0.0421	0.0180334
0.0431	0.013967
0.0441	0.0245414
0.0451	0.00827039
0.0461	0.00067832
0.0471	0.0107777
0.0481	0.0031166
0.0491	0.0368826
