0	-0.0151853
1	-0.00515417
2	-0.0413574
3	-0.1661
4	-0.241485
5	-0.308469
6	-0.379992
7	-0.451047
8	-0.488537
9	-0.501827
10	-0.486979
11	-0.492603
12	-0.511317
13	-0.510026
14	-0.518777
15	-0.491722
16	-0.490571
17	-0.489214
18	-0.484739
19	-0.486976
20	-0.489078
21	-0.48101
22	-0.485215
23	-0.487791
24	-0.491658
25	-0.484742
26	-0.479247
27	-0.477417
28	-0.494641
29	-0.495657
30	-0.49613
31	-0.504876
32	-0.484604
33	-0.497958
34	-0.49579
35	-0.500198
36	-0.47979
37	-0.484402
38	-0.487587
39	-0.489823
40	-0.484944
41	-0.490641
42	-0.492539
43	-0.489281
44	-0.47918
45	-0.467454
46	-0.483588
47	-0.499386
48	-0.496471
49	-0.494301
50	-0.496877
51	-0.481487
52	-0.467316
53	-0.478638
54	-0.495317
55	-0.484672
56	-0.477216
57	-0.493692
58	-0.480807
59	-0.504129
60	-0.498569
61	-0.502028
62	-0.489959
63	-0.510572
64	-0.506367
65	-0.498232
66	-0.500605
67	-0.507318
68	-0.507995
69	-0.50386
70	-0.517622
71	-0.519724
72	-0.506708
73	-0.492605
74	-0.502301
75	-0.498842
76	-0.50013
77	-0.499114
78	-0.504605
79	-0.496672
80	-0.503113
81	-0.498573
82	-0.484538
83	-0.487723
84	-0.49579
85	-0.493824
86	-0.493961
87	-0.481961
88	-0.484265
89	-0.507588
90	-0.507656
91	-0.510639
92	-0.506978
93	-0.505282
94	-0.511452
95	-0.501215
96	-0.494502
97	-0.493081
98	-0.50047
99	-0.495588
100	-0.492605
101	-0.489283
102	-0.496401
103	-0.477623
104	-0.490096
105	-0.485485
106	-0.488738
107	-0.493893
108	-0.499587
109	-0.489756
110	-0.486843
111	-0.495249
112	-0.495114
113	-0.492606
114	-0.48325
115	-0.48969
116	-0.484468
117	-0.479046
118	-0.486642
119	-0.489283
120	-0.494974
121	-0.487653
122	-0.50603
123	-0.506368
124	-0.506437
125	-0.499114
126	-0.503994
127	-0.48874
128	-0.481758
129	-0.488945
130	-0.480876
131	-0.489146
132	-0.492063
133	-0.482231
134	-0.489757
135	-0.467791
136	-0.489555
137	-0.485077
138	-0.482098
139	-0.488335
140	-0.483045
141	-0.486433
142	-0.490842
143	-0.479723
144	-0.473213
145	-0.46284
146	-0.476401
147	-0.494098
148	-0.500808
149	-0.490301
