0.0001	1
0.0011	0.999457
0.0021	0.986029
0.0031	0.93625
0.0041	0.873313
0.0051	0.801831
0.0061	0.746965
0.0071	0.711224
0.0081	0.674195
0.0091	0.650527
0.0101	0.628758
0.0111	0.60299
0.0121	0.591937
0.0131	0.576137
0.0141	0.536608
0.0151	0.517827
0.0161	0.485417
0.0171	0.445077
0.0181	0.409687
0.0191	0.403043
0.0201	0.359112
0.0211	0.19613
0.0221	0.172537
0.0231	0.0714559
0.0241	0.103118
0.0251	0.00732067
0.0261	0.0229125
0.0271	0.00474675
0.0281	0.0176273
0.0291	0.078303
0.0301	0.022511
0.0311	0.0412203
0.0321	0.0142383
0.0331	0.0122715
0.0341	0.0391156
0.0351	0.00915403
0.0361	0.013421
0.0371	0.0276596
0.0381	0.0160669
0.0391	0.00501952
0.0401	0.0316607
0.0411	0.0050158
0.0421	0.0180995
0.0431	0.0393864
0.0441	0.0113901
0.0451	0.0399315
0.0461	0.00901243
0.0471	0.0169476
0.0481	0.00657589
0.0491	0.0210823
