0	-0.360502	-0.239059	-0.450426
1	-0.657683	-0.451062	-0.707685
2	-0.758033	-0.641218	-0.790206
3	-0.798511	-0.708983	-0.823954
4	-0.808818	-0.734541	-0.839221
5	-0.813158	-0.753219	-0.845135
6	-0.815192	-0.761521	-0.848126
7	-0.815734	-0.766065	-0.847985
8	-0.816277	-0.767105	-0.847844
9	-0.816548	-0.7697	-0.848126
10	-0.816209	-0.772882	-0.847774
11	-0.81587	-0.774895	-0.847422
12	-0.816412	-0.768402	-0.847985
13	-0.816412	-0.769571	-0.847985
14	-0.816616	-0.774438	-0.848197
15	-0.816548	-0.767363	-0.848126
16	-0.817362	-0.770475	-0.848972
17	-0.817362	-0.769307	-0.848972
18	-0.816887	-0.771191	-0.848478
19	-0.81648	-0.771972	-0.848056
20	-0.816887	-0.763013	-0.848478
21	-0.817362	-0.761128	-0.848972
22	-0.81743	-0.762361	-0.849042
23	-0.816887	-0.765349	-0.848478
24	-0.816955	-0.767751	-0.848549
25	-0.815734	-0.773598	-0.847281
26	-0.816751	-0.773399	-0.848338
27	-0.817497	-0.767099	-0.849112
28	-0.816684	-0.769829	-0.848267
29	-0.816277	-0.767105	-0.847844
30	-0.816819	-0.767621	-0.848408
31	-0.817091	-0.76788	-0.84869
32	-0.816819	-0.76879	-0.848408
33	-0.816684	-0.768661	-0.848267
34	-0.81743	-0.765866	-0.849042
35	-0.816209	-0.768208	-0.847774
36	-0.816209	-0.768208	-0.847774
37	-0.816005	-0.763341	-0.847563
38	-0.816548	-0.768531	-0.848126
39	-0.816887	-0.770023	-0.848478
40	-0.816887	-0.768854	-0.848478
41	-0.816345	-0.771843	-0.847915
42	-0.816548	-0.772036	-0.848126
43	-0.81648	-0.771972	-0.848056
44	-0.816684	-0.770997	-0.848267
45	-0.81648	-0.770804	-0.848056
46	-0.815802	-0.768467	-0.848056
47	-0.815531	-0.76704	-0.847774
48	-0.816277	-0.77061	-0.847844
49	-0.817091	-0.769048	-0.84869
50	-0.817294	-0.764569	-0.848901
51	-0.816616	-0.762754	-0.848197
52	-0.816277	-0.768273	-0.847844
53	-0.816345	-0.767169	-0.847915
54	-0.816684	-0.765156	-0.848267
55	-0.817023	-0.765479	-0.848619
56	-0.817294	-0.768074	-0.848901
57	-0.816209	-0.771713	-0.847774
58	-0.817226	-0.765672	-0.848831
59	-0.817158	-0.767945	-0.84876
60	-0.816141	-0.769312	-0.847704
61	-0.816005	-0.764509	-0.847563
62	-0.816819	-0.765285	-0.848408
63	-0.815666	-0.770028	-0.84721
64	-0.816616	-0.766259	-0.848197
65	-0.817769	-0.765021	-0.849394
66	-0.816005	-0.765678	-0.847563
67	-0.816412	-0.770739	-0.847985
68	-0.816887	-0.767686	-0.848478
69	-0.81648	-0.771972	-0.848056
70	-0.816548	-0.768531	-0.848126
71	-0.816616	-0.763923	-0.848197
72	-0.816005	-0.770351	-0.847563
73	-0.816616	-0.770933	-0.848197
74	-0.816819	-0.767621	-0.848408
75	-0.817362	-0.768138	-0.848972
76	-0.816751	-0.771062	-0.848338
77	-0.816073	-0.766911	-0.847633
78	-0.816548	-0.766195	-0.848126
79	-0.816345	-0.761327	-0.847915
80	-0.816684	-0.765156	-0.848267
81	-0.817294	-0.769242	-0.848901
82	-0.817294	-0.77041	-0.848901
83	-0.81648	-0.774309	-0.848056
84	-0.816345	-0.774179	-0.847915
85	-0.816412	-0.773076	-0.847985
86	-0.816073	-0.771584	-0.847633
87	-0.817158	-0.764439	-0.84876
88	-0.816412	-0.764897	-0.847985
89	-0.81587	-0.766717	-0.847422
90	-0.816209	-0.76704	-0.847774
91	-0.816819	-0.764116	-0.848408
92	-0.816141	-0.771649	-0.847704
93	-0.816073	-0.772753	-0.847633
94	-0.816819	-0.771127	-0.848408
95	-0.816548	-0.770868	-0.848126
96	-0.817362	-0.769307	-0.848972
97	-0.817226	-0.776188	-0.848831
98	-0.817226	-0.772683	-0.848831
99	-0.816751	-0.767557	-0.848338
100	-0.816005	-0.769183	-0.847563
101	-0.816548	-0.773205	-0.848126
102	-0.817158	-0.766776	-0.84876
103	-0.817023	-0.768984	-0.848619
104	-0.817091	-0.770217	-0.84869
105	-0.816887	-0.771191	-0.848478
106	-0.815463	-0.772817	-0.847704
107	-0.816209	-0.76704	-0.847774
108	-0.816548	-0.772036	-0.848126
109	-0.816751	-0.77223	-0.848338
110	-0.816819	-0.771127	-0.848408
111	-0.816005	-0.77152	-0.847563
112	-0.815938	-0.76795	-0.847492
113	-0.816819	-0.762948	-0.848408
114	-0.816548	-0.763858	-0.848126
115	-0.816616	-0.766259	-0.848197
116	-0.816887	-0.765349	-0.848478
117	-0.816141	-0.77048	-0.847704
118	-0.816819	-0.767621	-0.848408
119	-0.816616	-0.773269	-0.848197
120	-0.816955	-0.767751	-0.848549
121	-0.816887	-0.770023	-0.848478
122	-0.817023	-0.770152	-0.848619
123	-0.816887	-0.77236	-0.848478
124	-0.81648	-0.769635	-0.848056
125	-0.816141	-0.77048	-0.847704
126	-0.816141	-0.765807	-0.847704
127	-0.816005	-0.769183	-0.847563
128	-0.816751	-0.771062	-0.848338
129	-0.817023	-0.772489	-0.848619
130	-0.816819	-0.76879	-0.848408
131	-0.815938	-0.766782	-0.847492
132	-0.816616	-0.766259	-0.848197
133	-0.816819	-0.769958	-0.848408
134	-0.815938	-0.769118	-0.847492
135	-0.815666	-0.770028	-0.84721
136	-0.816277	-0.772946	-0.847844
137	-0.816209	-0.76704	-0.847774
138	-0.816412	-0.770739	-0.847985
139	-0.816819	-0.772295	-0.848408
140	-0.816548	-0.770868	-0.848126
141	-0.816751	-0.769894	-0.848338
142	-0.816751	-0.769894	-0.848338
143	-0.816751	-0.768725	-0.848338
144	-0.815666	-0.76886	-0.84721
145	-0.816141	-0.762302	-0.847704
146	-0.816005	-0.765678	-0.847563
147	-0.816141	-0.765807	-0.847704
148	-0.817023	-0.770152	-0.848619
149	-0.817023	-0.773657	-0.848619
